Account Number, Name, Address, City, State, ZIP, Geocode State, Geocode County, Geocode Tract, Geocode MSA
"710","SELECT BANK","60 MONROE CENTER ST NW","GRAND RAPIDS","MI","49503","26","081","0020.00","24340"
"711","PUBLIC SAVINGS BANK","2755 PHILMONT AVE","HUNTINGDON VALLEY","PA","19006","42","091","2001.05","33874"
"712","VIKING STATE BANK & TRUST","321 W WATER ST","DECORAH","IA","52101","19","191","9502.00",""
"713","FIRST NATIONAL BANK","5225 ABERCORN ST","SAVANNAH","GA","31405","13","051","0040.01","42340"
"714","MONADNOCK COMMUNITY BANK","1 JAFFREY RD","PETERBOROUGH","NH","03458","33","011","0230.00","31700"
"715","SYNOVUS BANK","12450 ROOSEVELT BLVD N","SAINT PETERSBURG","FL","33716","12","103","0244.12","45300"
"716","VALLEY COMMUNITY BANK","620 E MAIN ST","SAINT CHARLES","IL","60174","17","089","8523.00","20994"
"717","BANK OF TUCSON","4400 E BROADWAY BLVD","TUCSON","AZ","85711","04","019","0034.00","46060"
"718","JEFFERSON BANK","18333 PRESTON RD STE 100","DALLAS","TX","75252","48","085","0317.16","19124"
"719","RAVENSWOOD BANK","2300 W LAWRENCE AVE","CHICAGO","IL","60625","17","031","0404.01","16974"
"720","COMMUNITY CENTRAL BANK","100 N MAIN ST","MOUNT CLEMENS","MI","48043","26","099","2450.00","47664"
"721","GATEWAY BANK & TRUST","5102 ALABAMA HWY","RINGGOLD","GA","30736","13","047","0302.01","16860"
"722","BEACH FIRST NATIONAL BANK","3751 ROBERT M GRISSOM PKWY","MYRTLE BEACH","SC","29577","45","051","0505.00","34820"
"723","GATEWAY BUSINESS BANK","18000 STUDEBAKER RD STE 550","CERRITOS","CA","90703","06","037","5545.21","31084"
"724","SOUTHWEST COMMUNITY BANK","3333 E BATTLEFIELD ST","SPRINGFIELD","MO","65804","29","077","0025.02","44180"
"725","OCEANSIDE BANK","1315 3RD ST S","JACKSONVILLE","FL","32250","12","031","0142.02","27260"
"726","THE BANK OF COMMERCE","171 E IRVING PARK RD","WOOD DALE","IL","60191","17","043","8401.01","16974"
"727","FIRST FINANCIAL BANK, NATIONAL ASSOCIATI","2201 W SOUTH LOOP","STEPHENVILLE","TX","76401","48","143","9504.00",""
"728","SOUTHERN COMMUNITY BANK AND TRUST","4701 COUNTRY CLUB RD","WINSTON SALEM","NC","27104","37","067","0039.05","49180"
"729","COMMUNITY FIRSTBANK OF CHARLESTON","288 MEETING ST","CHARLESTON","SC","29401","45","019","0004.00","16700"
"730","IRONSTONE  BANK","13525 BELL TOWER DR","FORT MYERS","FL","33907","12","071","0016.01","15980"
"731","CHESTER NATIONAL BANK OF MISSOURI","1010 N MAIN ST","PERRYVILLE","MO","63775","29","157","4703.00",""
"732","ENCORE BANK, NATIONAL ASSOCIATION","9 GREENWAY PLZ STE 1000","HOUSTON","TX","77046","48","201","4115.02","26420"
"733","DECATUR FIRST BANK","1120 COMMERCE DR","DECATUR","GA","30030","13","089","0225.00","12060"
"734","PIERCE COMMERCIAL BANK","1722 S UNION AVE","TACOMA","WA","98405","53","053","0611.00","45104"
"735","CENTENNIAL BANK","4605 HARRISON BLVD","OGDEN","UT","84403","49","057","2020.00","36260"
"736","EAST COAST COMMUNITY BANK","1240 W GRANADA BLVD","ORMOND BEACH","FL","32174","12","127","0808.04","19660"
"737","FIRSTBANK OF EVERGREEN","30770 STAGECOACH BLVD","EVERGREEN","CO","80439","08","059","0098.48","19740"
"738","CAPITAL BANK","333 FAYETTEVILLE ST","RALEIGH","NC","27601","37","183","0501.00","39580"
"739","MIDCAROLINA BANK","3101 S CHURCH ST","BURLINGTON","NC","27215","37","001","0217.02","15500"
"740","CITIZENS COMMUNITY BANK","280 S ARTHUR AVE","POCATELLO","ID","83204","16","005","0016.03","38540"
"741","COMMUNITY SECURITY BANK","1100 1ST ST NE","NEW PRAGUE","MN","56071","27","139","0812.00","33460"
"742","VILLAGE BANK","2360 E SUNSHINE ST","SPRINGFIELD","MO","65804","29","077","0010.00","44180"
"743","WACCAMAW BANK","110 N JK POWELL BLVD","WHITEVILLE","NC","28472","37","047","9309.00",""
"744","THE BANK OF ASHEVILLE","79 WOODFIN PL","ASHEVILLE","NC","28801","37","021","0007.00","11700"
"745","COLORADO CAPITAL BANK","7505 VILLAGE SQUARE DR STE 101","CASTLE PINES","CO","80108","08","035","0141.22","19740"
"746","CENTRAL ARIZONA BANK","7001 N SCOTTSDALE RD STE 10","SCOTTSDALE","AZ","85253","04","013","9999.03","38060"
"747","INFIBANK, NATIONAL ASSOCIATION","1620 DODGE ST","OMAHA","NE","68102","31","055","0016.00","36540"
"748","CREDICARD NATIONAL BANK","2120 W INA RD STE 103E","TUCSON","AZ","85741","04","019","0046.26","46060"
"749","BANK 1ST","2900 LOUISIANA, N.E., SOUTH BUILDING","ALBUQUERQUE","NM","87110","35","001","9999.03","10740"
"750","CHESTATEE STATE BANK","6639 HIGHWAY 53 E","DAWSONVILLE","GA","30534","13","085","9999.03","12060"
"751","CALIFORNIA OAKS STATE BANK","50 W HILLCREST DR","THOUSAND OAKS","CA","91360","06","111","0070.00","37100"
"752","CENTRAL BANK, FSB","301 N MAIN ST","NICHOLASVILLE","KY","40356","21","113","0601.01","30460"
"753","U.S. BANK NATIONAL ASSOCIATION ND","4325 17TH AVE S","FARGO","ND","58125","","","9999.01",""
"754","HEARTLAND COMMUNITY BANK","420 N MORTON ST","FRANKLIN","IN","46131","18","081","6110.00","26900"
"755","CITIZENS BANK OF EFFINGHAM","802 S LAUREL ST","SPRINGFIELD","GA","31329","13","103","0302.03","42340"
"756","CENTRAL JERSEY BANK, NATIONAL ASSOCIATIO","1903 STATE ROUTE 35","OAKHURST","NJ","07755","34","025","8064.00","35614"
"757","CHARTER PRIVATE BANK","10885 NE 4TH ST STE 100","BELLEVUE","WA","98004","53","033","0238.04","42644"
"758","HAMPTONS STATE BANK","243 WINDMILL LN","SOUTHAMPTON","NY","11968","36","103","1908.00","35004"
"759","FIRSTBANK OF PARKER","10961 S PARKER RD","PARKER","CO","80134","08","035","0139.07","19740"
"760","FIRST STATE BANK OF CANADIAN, NATIONAL A","115 MAIN ST","CANADIAN","TX","79014","48","211","9503.00",""
"761","FIRST NATIONAL BANK OF BORGER","400 N MAIN","PANHANDLE","TX","79068","48","065","9502.00","11100"
"762","CITIZENS BANK AND TRUST COMPANY OF CHICA","5700 N CENTRAL AVE","CHICAGO","IL","60646","17","031","1101.00","16974"
"763","ALLIANCE BANK CORPORATION","12735 SHOPPES LN","FAIRFAX","VA","22033","51","059","4918.01","47894"
"764","UNITED COMMUNITY BANK, NATIONAL ASSOCIAT","2100 JUSTIN RD","HIGHLAND VLG","TX","75077","48","121","9999.03","19124"
"765","PARAMOUNT BANK","31000 NORTHWESTERN HWY","FARMINGTON HILLS","MI","48334","26","125","1660.00","47664"
"766","UNITY NATIONAL BANK","950 JOE FRANK HARRIS PKWY SE","CARTERSVILLE","GA","30120","13","015","9604.01","12060"
"767","KEY WEST BANK","701 WHITEHEAD ST","KEY WEST","FL","33040","12","087","9724.00",""
"768","CANYON NATIONAL BANK","1711 E PALM CANYON DR","PALM SPRINGS","CA","92264","06","065","0448.07","40140"
"769","IOWA BANK","300 N 2ND ST","BELLEVUE","IA","52031","19","097","9504.00",""
"770","TOWN COMMUNITY BANK AND TRUST","41412 N IL ROUTE 83","ANTIOCH","IL","60002","17","097","8608.09","29404"
"771","BANK OF TUCSON","4400 E BROADWAY BLVD","TUCSON","AZ","85711","04","019","0034.00","46060"
"772","SOMERSET HILLS BANK","155 MORRISTOWN RD","BERNARDSVILLE","NJ","07924","34","035","0527.00","35084"
"773","BB&T FINANCIAL, FSB","4 BRADLEY PARK CT STE 1C","COLUMBUS","GA","31904","13","215","0103.02","17980"
"774","ALLSTATE BANK","3100 SANDERS RD STE N4A","NORTHBROOK","IL","60062","17","031","8016.03","16974"
"775","SAN LUIS TRUST BANK, FSB","1001 MARSH ST","SAN LUIS OBISPO","CA","93401","06","079","0111.01","42020"
"776","SUN WEST BANK","5830 W FLAMINGO RD","LAS VEGAS","NV","89103","32","003","0029.35","29820"
"777","MOUNTAIN NATIONAL BANK","300 E MAIN ST","SEVIERVILLE","TN","37862","47","155","0808.01",""
"778","LEGACY BANK","2102 W FOND DU LAC AVE","MILWAUKEE","WI","53206","55","079","1854.00","33340"
"779","NEW CENTURY BANK","363 W ONTARIO ST","CHICAGO","IL","60654","17","031","0818.00","16974"
"780","PATRIOT BANK MINNESOTA","19810 HEADWATERS BLVD N","FOREST LAKE","MN","55025","27","163","0701.06","33460"
"781","BANK OF ANDERSON, NATIONAL ASSOCIATION","201 E GREENVILLE ST","ANDERSON","SC","29621","45","007","0002.00","24860"
"782","NORTHERN TRUST BANK,  FEDERAL SAVINGS BA","10 W LONG LAKE RD","BLOOMFIELD HILLS","MI","48304","26","125","1520.00","47664"
"783","FIRST CENTRAL BANK, INC.","2 S MAIN ST","PHILIPPI","WV","26416","54","001","9656.00",""
"784","LINCOLN STATE BANK, S.B.","304 E IL ROUTE 38","ROCHELLE","IL","61068","17","141","9611.00",""
"785","FIRST TRUST BANK","1420 E 3RD ST","CHARLOTTE","NC","28204","37","119","0026.00","16740"
"786","FIRST PEOPLES BANK","1301 SE PORT ST LUCIE BLVD","PORT SAINT LUCIE","FL","34952","12","111","3820.09","38940"
"787","BANK OF THE SAN JUANS","144 E 8TH ST","DURANGO","CO","81301","08","067","9711.00",""
"788","LAKESIDE COMMUNITY BANK","43850 SCHOENHERR RD","STERLING HEIGHTS","MI","48313","26","099","2300.00","47664"
"789","WESTERN RESERVE BANK","4015 MEDINA RD","MEDINA","OH","44256","39","103","4080.02","17460"
"790","COASTAL BANK","1701 N ATLANTIC AVE","COCOA BEACH","FL","32931","12","009","0682.00","37340"
"791","DORAL BANK, FSB","623 5TH AVE","NEW YORK","NY","10022","36","061","0102.00","35614"
"792","SPIRIT BANK","342 2ND ST","BELMONT","MS","38827","28","141","9504.00",""
"793","FIRST BANK OF DELAWARE","1000 ROCKY RUN PKWY","WILMINGTON","DE","19803","10","003","0117.00","48864"
"794","GUARDIAN TRUST COMPANY, FSB","7 HANOVER SQ","NEW YORK","NY","10004","36","061","0009.00","35614"
"795","FIRST COMMERCIAL BANK OF FLORIDA","945 S ORANGE AVE","ORLANDO","FL","32806","12","095","0113.00","36740"
"796","WATERFIELD BANK","19828 CENTURY BLVD","GERMANTOWN","MD","20874","24","031","7003.09","43524"
"797","FIRST LOUISIANA BANK","1350 E 70TH ST","SHREVEPORT","LA","71105","22","017","0239.01","43340"
"798","ALLEGIANCE COMMUNITY BANK","8001 183RD ST","TINLEY PARK","IL","60487","17","197","8835.14","16974"
"799","BANK OF ALBUQUERQUE, NATIONAL ASSOCIATIO","201 3RD ST NW","ALBUQUERQUE","NM","87102","35","001","0021.00","10740"
"800","SHELTER BANK, NATIONAL ASSOCIATION","1817 W BROADWAY","COLUMBIA","MO","65218","","","9999.01",""
"801","HERITAGE BANK OF FLORIDA","23000 STATE ROAD 54","LUTZ","FL","33549","12","101","0320.13","45300"
"802","NORTH COUNTY BANK","16419 SMOKEY POINT BLVD","ARLINGTON","WA","98223","53","061","0528.03","42644"
"803","HORIZON BANK","900 53RD AVE E","BRADENTON","FL","34203","12","081","9999.03","35840"
"804","UNITED AMERICAS BANK, NATIONAL ASSOCIATI","3789 ROSWELL RD NE","ATLANTA","GA","30342","13","121","0100.01","12060"
"805","ALLEGIANCE BANK OF NORTH AMERICA","1 BELMONT AVE","BALA CYNWYD","PA","19004","42","091","2043.00","33874"
"806","SENECA NATIONAL BANK","201 BY PASS 123","SENECA","SC","29678","45","073","0306.01",""
"807","FIRST COMMUNITY BANK","600 SW RAILROAD AVE","HAMMOND","LA","70403","22","105","9543.00","25220"
"808","BANK OF FLORIDA - SOUTHWEST","1185 IMMOKALEE RD","NAPLES","FL","34110","12","021","0101.07","34940"
"809","SATILLA COMMUNITY BANK","6308 GA HIGHWAY 40 E","SAINT MARYS","GA","31558","13","039","9999.03",""
"810","FIRST INDEPENDENT BANK OF NEVADA","5335 KIETZKE LN","RENO","NV","89511","32","031","0010.12","39900"
"811","ALABAMA TRUST BANK, NATIONAL ASSOCIATION","101 W FORT WILLIAMS ST","SYLACAUGA","AL","35150","01","121","0118.00",""
"812","NORTH GEORGIA BANK","7911 MACON HWY","WATKINSVILLE","GA","30677","13","219","0304.00","12020"
"813","LANDMARK BANK OF FLORIDA","544 S WASHINGTON BLVD","SARASOTA","FL","34236","12","115","0001.02","35840"
"814","FIRST COMMERCIAL BANK","8500 NORMANDALE LAKE BLVD","BLOOMINGTON","MN","55437","27","053","0259.03","33460"
"815","SHORELINE BANK","16001 AURORA AVE N","SHORELINE","WA","98133","53","033","0209.00","42644"
"816","DESERT COMMUNITY BANK","3740 SOUTH PECOS-MCLEOD INTERCONNECT","LAS VEGAS","NV","89121","32","003","9999.03","29820"
"817","ALLEGIANCE COMMUNITY BANK","200 VALLEY ST","SOUTH ORANGE","NJ","07079","34","013","0193.00","35084"
"818","FIDELITY BANK","5049 W PARK BLVD","PLANO","TX","75093","48","085","0316.47","19124"
"819","ELKHART COMMUNITY BANK","303 S 3RD ST","ELKHART","IN","46516","18","039","0027.00","21140"
"820","FIRSTBANK OF ADAMS COUNTY","3990 E 104TH AVE","THORNTON","CO","80233","08","001","0092.06","19740"
"821","FIRSTBANK OF EL PASO COUNTY","5815 CONSTITUTION AVE","COLORADO SPGS","CO","80915","08","041","0051.10","17820"
"822","HIGH DESERT STATE BANK","8110 VENTURA ST NE","ALBUQUERQUE","NM","87122","35","001","0037.32","10740"
"823","MILLENNIUM BCP BANK, NATIONAL ASSOCIATIO","255 LAFAYETTE ST","NEWARK","NJ","07105","34","013","0077.00","35084"
"824","TENNESSEE COMMERCE BANK","381 MALLORY STATION RD","FRANKLIN","TN","37067","47","187","0503.07","34980"
"825","SECURITY EXCHANGE BANK","833 S COBB DR SE","MARIETTA","GA","30060","13","067","0309.02","12060"
"826","BEACON FEDERAL","6611 MANLIUS CENTER RD","EAST SYRACUSE","NY","13057","36","067","0143.00","45060"
"827","LYDIAN PRIVATE BANK","180 ROYAL PALM WAY","PALM BEACH","FL","33480","12","099","0035.09","48424"
"828","RED ROCK COMMUNITY BANK","10000 W CHARLESTON BLVD","LAS VEGAS","NV","89135","32","003","0032.27","29820"
"829","GOLF SAVINGS BANK","6505 218TH ST SW STE 9","MOUNTLAKE TER","WA","98043","53","061","0510.00","42644"
"830","CENTRA BANK, INC.","990 ELMER PRINCE DR","MORGANTOWN","WV","26505","54","061","0102.01","34060"
"831","CAROLINA FEDERAL SAVINGS BANK","4 CARRIAGE LN STE 101","CHARLESTON","SC","29407","45","019","0026.05","16700"
"832","NEW ENGLAND BANK","855 ENFIELD ST","ENFIELD","CT","06082","09","003","4805.00","25540"
"833","FIRST NATIONAL BANK OF THE SOUTH","215 N PINE ST","SPARTANBURG","SC","29302","45","083","0212.00","43900"
"834","BANKS OF WISCONSIN","5117 GREEN BAY RD","KENOSHA","WI","53144","55","059","0007.00","29404"
"835","COUNTRY BANK","1308 SE 4TH ST","ALEDO","IL","61231","17","131","0403.00","19340"
"836","BANK OF NAPLES","4099 TAMIAMI TRL N","NAPLES","FL","34103","12","021","0003.01","34940"
"837","GARDEN CITY STATE BANK","1910 E MARY ST","GARDEN CITY","KS","67846","20","055","9604.03",""
"838","NEVADA COMMERCE BANK","6795 EDMOND ST","LAS VEGAS","NV","89118","32","003","0029.69","29820"
"839","PREMIER BANK","1210 CENTRAL AVE","WILMETTE","IL","60091","17","031","8013.00","16974"
"840","BLACK MOUNTAIN COMMUNITY BANK","1700 W HORIZON RIDGE PKWY","HENDERSON","NV","89012","32","003","0053.52","29820"
"841","SOUTHWESTUSA BANK","4043 S EASTERN AVE","LAS VEGAS","NV","89119","32","003","0025.01","29820"
"842","BANK OF AMERICA OREGON, NATIONAL ASSOCIA","121 SW MORRISON ST","PORTLAND","OR","97204","41","051","0106.00","38900"
"843","BAY NATIONAL BANK","2328 WEST JOPPA ROAD","BALTIMORE","MD","21203","","","9999.01",""
"844","COPPER STAR BANK","7555 E REDFIELD RD","SCOTTSDALE","AZ","85260","04","013","2168.16","38060"
"845","COMMERCEFIRST BANK","1804 WEST ST","ANNAPOLIS","MD","21401","24","003","7066.00","12580"
"846","SUNSHINE STATE COMMUNITY BANK","4777 CLYDE MORRIS BLVD","PORT ORANGE","FL","32129","12","127","0825.06","19660"
"847","TALBOTS CLASSICS NATIONAL BANK","6 BLACKSTONE VALLEY PL","LINCOLN","RI","02865","44","007","0116.00","39300"
"848","ING BANK, FSB","1 S ORANGE ST","WILMINGTON","DE","19801","10","003","0027.00","48864"
"849","SELECT BANK","801 WHITE HORSE PIKE","EGG HARBOR CITY","NJ","08215","34","001","0106.00","12100"
"850","1ST PACIFIC BANK OF CALIFORNIA","9333 GENESEE AVE STE 100","SAN DIEGO","CA","92121","06","073","0083.39","41740"
"851","FORT LEE FEDERAL SAVINGS BANK, FSB","817 ABBOTT BLVD","FORT LEE","NJ","07024","34","003","0193.04","35614"
"852","ORANGE COMMUNITY BANK","1045 W KATELLA AVE","ORANGE","CA","92867","06","059","0762.04","11244"
"853","CENTERBANK OF JACKSONVILLE, NATIONAL ASS","1325 HENDRICKS AVE","JACKSONVILLE","FL","32207","12","031","0008.00","27260"
"854","EARTHSTAR BANK","376 2ND STREET PIKE","SOUTHAMPTON","PA","18966","42","017","1015.03","33874"
"855","FIRSTBANK - ST. JOHNS","201 N CLINTON AVE","SAINT JOHNS","MI","48879","26","037","0108.01","29620"
"856","NEW LIBERTY BANK","1333 ANN ARBOR RD W","PLYMOUTH","MI","48170","26","163","5629.00","19804"
"857","FIRST NIAGARA COMMERCIAL BANK","55 EAST AVE","LOCKPORT","NY","14094","36","063","9999.03","15380"
"858","RAINIER PACIFIC BANK","1498 PACIFIC AVE","TACOMA","WA","98402","53","053","0616.01","45104"
"859","INSURBANC","10 EXECUTIVE DR","FARMINGTON","CT","06032","09","003","4602.04","25540"
"860","COMMUNITY CAPITAL BANK","2236 MOUNT ZION RD","JONESBORO","GA","30236","13","063","0406.09","12060"
"861","DESERT HILLS BANK","3001 E CAMELBACK RD","PHOENIX","AZ","85016","04","013","1084.00","38060"
"862","SUNRISE BANK OF SAN DIEGO","4445 EASTGATE MALL STE 110","SAN DIEGO","CA","92121","06","073","0083.39","41740"
"863","COMMUNITY BANK  PLYMOUTH","3455 PLYMOUTH BLVD","PLYMOUTH","MN","55447","27","053","0265.14","33460"
"864","FLORIDA GULF BANK","9101 COLLEGE POINTE CT","FORT MYERS","FL","33919","12","071","0018.01","15980"
"865","SUNFIRST BANK","120 E SAINT GEORGE BLVD","SAINT GEORGE","UT","84770","49","053","2703.00","41100"
"866","COTTAGE SAVINGS BANK","9813 MONTGOMERY RD","MONTGOMERY","OH","45242","39","061","0239.02","17140"
"867","THE ROYAL PALM BANK OF FLORIDA","1255 CREEKSIDE PKWY","NAPLES","FL","34108","12","021","0102.05","34940"
"868","ISN BANK","457 HADDONFIELD ROAD, LIBERTY VIEW B","CHERRY HILL","NJ","08002","34","007","9999.03","15804"
"869","NEVADA SECURITY BANK","9990 DOUBLE R BLVD","RENO","NV","89521","32","031","0022.05","39900"
"870","COMMUNITY BANK OF THE CUMBERLANDS","416 E CENTRAL AVE","JAMESTOWN","TN","38556","47","049","9651.00",""
"871","MISSISSIPPI NATIONAL BANKERS  BANK","300 CONCOURSE BLVD","RIDGELAND","MS","39157","28","089","0302.05","27140"
"872","BANK OF EVANSVILLE","4424 VOGEL RD","EVANSVILLE","IN","47715","18","163","0002.02","21780"
"873","UNITED BANK & TRUST -WASHTENAW","2723 S STATE ST","ANN ARBOR","MI","48104","26","161","4046.00","11460"
"874","PREMIER AMERICAN BANK","5301 BLUE LAGOON DR STE 200","MIAMI","FL","33126","12","086","9805.00","33124"
"875","PROFESSIONAL BUSINESS BANK","199 S LOS ROBLES AVE STE 1","PASADENA","CA","91101","06","037","4636.02","31084"
"876","1ST REGENTS BANK","1777 BUNKER LAKE BLVD NW","ANDOVER","MN","55304","27","003","0502.20","33460"
"877","PARKWAY BANK","509 WILKESBORO BLVD NE","LENOIR","NC","28645","37","027","0305.00","25860"
"878","MILLENNIUM BANK","1140 EDWARDS VILLAGE BLVD","EDWARDS","CO","81632","08","037","9999.03",""
"879","FIRST NATIONAL BANK OF BALDWIN COUNTY","1207 N MCKENZIE ST","FOLEY","AL","36535","01","003","0115.01","19300"
"880","FIRST NATIONAL BANK OF MUSKOGEE","510 N MAIN ST","MUSKOGEE","OK","74401","40","101","0004.00",""
"881","CENTRAL FLORIDA STATE BANK","11800 SE US HIGHWAY 441","BELLEVIEW","FL","34420","12","083","0008.02","36100"
"882","NORTHWEST COMMERCIAL BANK","5726 100TH ST SW","LAKEWOOD","WA","98499","53","053","0719.01","45104"
"883","M&I BANK OF MAYVILLE","209 HORICON ST","MAYVILLE","WI","53050","55","027","9613.00",""
"884","AMERICAN PREMIER BANK","336 E HUNTINGTON DR","ARCADIA","CA","91006","06","037","4308.01","31084"
"885","FIRST CHOICE BANK","1900 W STATE ST","GENEVA","IL","60134","17","089","8526.01","20994"
"886","ATLANTIC SOUTHERN BANK","4077 FORSYTH RD","MACON","GA","31210","13","021","0121.02","31420"
"887","PREMIER COMMERCIAL BANK, NATIONAL ASSOCI","2400 E KATELLA AVE STE 125","ANAHEIM","CA","92806","06","059","0761.01","11244"
"888","FIRST SOUTHERN NATIONAL BANK","201 S MAIN ST","STATESBORO","GA","30458","13","031","1104.01",""
"889","MADISON COUNTY BANK","171 COBBLESTONE DR","MADISON","MS","39110","28","089","0301.01","27140"
"890","PACIFIC INTERNATIONAL BANK","1155 N 130TH ST","SEATTLE","WA","98133","53","033","0006.00","42644"
"891","WESTERN SECURITY BANK","2812 1ST AVE N","BILLINGS","MT","59101","30","111","0004.02","13740"
"892","THE BANK OF SOUTHERN CONNECTICUT","215 CHURCH ST","NEW HAVEN","CT","06510","09","009","1401.00","35300"
"893","PIEDMONT COMMUNITY BANK","110 BILL CONN PKWY","GRAY","GA","31032","13","169","0303.01","31420"
"894","NAPA COMMUNITY BANK","700 TRANCAS ST","NAPA","CA","94558","06","055","2006.02","34900"
"895","CROSSFIRST BANK LEAWOOD","4707 W 135TH ST","LEAWOOD","KS","66224","20","091","0534.09","28140"
"896","GRANITE COMMUNITY BANK, N.A.","4100 DOUGLAS BLVD","GRANITE BAY","CA","95746","06","061","0206.05","40900"
"897","NEBRASKA BANKERS' BANK","140 N 8TH ST STE 260","LINCOLN","NE","68508","31","109","0005.00","30700"
"898","COMMUNITY NATIONAL BANK","5123 BELLAIRE BLVD","BELLAIRE","TX","77401","48","201","4209.00","26420"
"899","SECURITY BUSINESS BANK OF SAN DIEGO","701 B ST STE 100","SAN DIEGO","CA","92101","06","073","0053.00","41740"
"900","BANK OF FLORIDA - SOUTHEAST","200 SW 1ST AVE","FORT LAUDERDALE","FL","33301","12","011","0425.00","22744"
"901","PEOPLES BANK OF VIRGINIA","2702 N PARHAM RD","RICHMOND","VA","23294","51","087","2001.25","40060"
"902","MCINTOSH COMMERCIAL BANK","820 DIXIE ST","CARROLLTON","GA","30117","13","045","9110.00","12060"
"903","AMERICAN TRUST BANK","880 HOLCOMB BRIDGE RD","ROSWELL","GA","30076","13","121","0114.21","12060"
"904","OGLETHORPE BANK","3024 CYPRESS MILL RD","BRUNSWICK","GA","31520","13","127","0007.00","15260"
"905","VENTURA COUNTY  BUSINESS BANK","366 W ESPLANADE DR","OXNARD","CA","93036","06","111","0030.12","37100"
"906","SUMMIT BANK","201 N MONTEZUMA ST","PRESCOTT","AZ","86301","04","025","0009.00","39140"
"907","FIRST COMMERCE COMMUNITY BANK","9001 HOSPITAL DR","DOUGLASVILLE","GA","30134","13","097","0803.04","12060"
"908","THE PALM BANK","2302 S MACDILL AVE","TAMPA","FL","33629","12","057","0060.00","45300"
"909","CONNECTICUT RIVER COMMUNITY BANK","1190 SILAS DEANE HWY","WETHERSFIELD","CT","06109","09","003","4926.00","25540"
"910","AFFINITY BANK OF PENNSYLVANIA","1310 BROADCASTING RD","WYOMISSING","PA","19610","42","011","0109.03","39740"
"911","BERKSHIRE BANK","1101 WOODLAND RD","WYOMISSING","PA","19610","42","011","9999.03","39740"
"912","NEW WEST BANK","3459 W 20TH ST STE 114","GREELEY","CO","80634","08","123","0012.02","24540"
"913","CALIFORNIA COMMUNITY BANK","1320 W VALLEY PKWY STE 301","ESCONDIDO","CA","92029","06","073","0203.07","41740"
"914","OLD HARBOR BANK","2605 ENTERPRISE RD E STE 100","CLEARWATER","FL","33759","12","103","0268.13","45300"
"915","MARCO COMMUNITY BANK","1770 SAN MARCO RD","MARCO ISLAND","FL","34145","12","021","0109.02","34940"
"916","BANK OF ESCONDIDO","200 W GRAND AVE","ESCONDIDO","CA","92025","06","073","0202.14","41740"
"917","MOUNTAIN HERITAGE BANK","550 HIGHWAY 441 S","CLAYTON","GA","30525","13","241","9702.01",""
"918","NEW CITY BANK","900 S MICHIGAN AVE","CHICAGO","IL","60605","17","031","3206.00","16974"
"919","SAN DIEGO TRUST BANK","2550 5TH AVE","SAN DIEGO","CA","92103","06","073","0060.00","41740"
"920","GATEWAY BANK","3402 WASHINGTON RD","MC MURRAY","PA","15317","42","125","7462.00","38300"
"921","CORTEZ COMMUNITY BANK","1000 S BROAD ST","BROOKSVILLE","FL","34601","12","053","0405.01","45300"
"922","AMERICAN SECURITY BANK AND TRUST COMPANY","101 SPRINGHOUSE CT","HENDERSONVILLE","TN","37075","47","165","0212.05","34980"
"923","FIRSTIER BANK","980 W DILLON RD","LOUISVILLE","CO","80027","08","013","0613.00","14500"
"924","FIRST GEORGIA BANKING COMPANY","101 MAIN ST","FRANKLIN","GA","30217","13","149","9701.00","12060"
"925","PATRIOTS BANK","913 W LIBERTY DR","LIBERTY","MO","64068","29","047","0214.03","28140"
"926","NORTHWEST BANK & TRUST","3891 COBB PKWY NW","ACWORTH","GA","30101","13","067","0301.01","12060"
"927","BAYSIDE SAVINGS BANK","202 MARINA DR","PORT SAINT JOE","FL","32456","12","045","9602.00","37460"
"928","FORT WASHINGTON SAVINGS COMPANY","400 BROADWAY ST","CINCINNATI","OH","45202","39","061","0265.00","17140"
"929","FIRST COMMUNITY BANK OF JOLIET","2801 BLACK RD","JOLIET","IL","60435","17","197","8832.08","16974"
"930","THE CONNECTICUT BANK AND TRUST COMPANY","58 STATE HOUSE SQ","HARTFORD","CT","06103","09","003","5021.00","25540"
"931","BRAZOS VALLEY BANK, NATIONAL ASSOCIATION","4030 STATE HIGHWAY 6 S","COLLEGE STA","TX","77845","48","041","0020.02","17780"
"932","TOWNE BANK OF ARIZONA","3156 E BASELINE RD","MESA","AZ","85204","04","013","4225.04","38060"
"933","NEW HORIZONS BANK","489 HIGHLAND XING","EAST ELLIJAY","GA","30540","13","123","0803.00",""
"934","CENTURY BANK","169 W 6TH AVE","EUGENE","OR","97401","41","039","0039.00","21660"
"935","AMERICANFIRST BANK","183 N HIGHWAY 27","CLERMONT","FL","34711","12","069","0313.05","36740"
"936","SYNOVUS BANK OF JACKSONVILLE","10407 CENTURION PKWY N","JACKSONVILLE","FL","32256","12","031","0144.06","27260"
"937","PINEHURST BANK","757 CLEVELAND AVE S","SAINT PAUL","MN","55116","27","123","0430.00","33460"
"938","ALL AMERICAN BANK","9380 W BALLARD RD","DES PLAINES","IL","60016","17","031","8060.02","16974"
"939","HARVEST BANK OF MARYLAND","15810 GAITHER DR STE 220","GAITHERSBURG","MD","20877","24","031","7007.18","43524"
"940","COMMUNITY BANK, AUSTIN","805 N MAIN ST","AUSTIN","MN","55912","27","099","0004.10",""
